X,Y,OBJECTID,Provincia,Municipio,Localidad,Código_postal,Dirección,Margen,Longitud,Latitud,Precio_gasolina_95,Precio_gasóleo_A,Precio_gasóleo_B,Precio_bioetanol,Precio_nuevo_gasóleo_A,Precio_biodiesel,F__éster_metílico,F__bioalcohol,Precio_gasolina_98,Precio_gas_natural_comprimido,Precio_gas_natural_licuado,Precio_gases_licuados_del_petró,Rótulo,Tipo_venta,Rem_,Horario,fecha
-1.882056,39.022139,98,ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA PRIMERA, S/N",D,-1.882056,39.022139,0.969,0.859,,,,,,,,,,,GMOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.886278,39.021778,99,ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA 0, 48",D,-1.886278,39.021778,1.049,0.969,,,,,,,1.219,,,,ABOIL,P,,"L-V: 07:00-14:00; S: 09:00-14:00",2020/05/19 00:00:00+00
-1.878111,39.009639,100,ALBACETE,ALBACETE,ALBACETE,2007,"SECTOR PARCELA T-3 LOCAL52, 14",N,-1.878111,39.009639,0.986,0.921,,,0.949,,,,1.105,,,,ALCAMPO,P,,"L-S: 06:00-23:00; D: 08:00-23:00",2020/05/19 00:00:00+00
-1.831611,38.998111,101,ALBACETE,ALBACETE,ALBACETE,2007,"CARRETERA C-M 332 KM. 2,6",D,-1.831611,38.998111,1.129,1.049,0.899,,1.119,,,,1.309,,,,"INLOCOR S.L. ""CEPSA""",P,,L-D: 06:00-23:30,2020/05/19 00:00:00+00
-1.893944,39.016361,102,ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA PRIMERA, 94",N,-1.893944,39.016361,1.029,0.959,,,1.009,,,,,,,,INPEALSA,P,,"L-V: 06:00-18:00; S: 06:00-14:00",2020/05/19 00:00:00+00
-1.874333,39.018,103,ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69",D,-1.874333,39.018,1.039,0.989,,,1.059,,,,1.159,,,,ENERCOM CARBURANTES,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.888083,39.029583,104,ALBACETE,ALBACETE,ALBACETE,2007,"CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N",D,-1.888083,39.029583,,,,,,,,,,0.933,0.819,,NATURGY ES  GNV ALBACETE,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.871361,39.015444,105,ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO CAMPOLLANO, 55",N,-1.871361,39.015444,1.089,1.009,,,1.099,,,,1.199,,,,CEPSA,P,,"L-V: 06:00-20:00; S-D: 09:00-14:00",2020/05/19 00:00:00+00
-1.873194,38.970778,106,ALBACETE,ALBACETE,ALBACETE,2080,"CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238",I,-1.873194,38.970778,1.068,0.988,,,,,,,,,,,AREA LOS LLANOS,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-1.823639,38.969361,107,ALBACETE,ALBACETE,ALBACETE,2080,"POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N",D,-1.823639,38.969361,1.089,0.999,,,1.099,,,,1.199,,,,CEPSA,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-1.93325,39.059806,108,ALBACETE,ALBACETE,ALBACETE,2080,"AUTOVIA A-30 KM. 239,4",D,-1.93325,39.059806,1.099,1.045,,,1.105,,,,1.224,,,,CEPSA,P,,L-V: 06:00-22:00,2020/05/19 00:00:00+00
-1.933056,39.060528,109,ALBACETE,ALBACETE,ALBACETE,2080,"AUTOVIA A-30 KM. 239,4",I,-1.933056,39.060528,1.119,1.035,,,1.095,,,,1.244,,,,CEPSA,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.978917,38.646833,110,ALBACETE,ALCADOZO,ALCADOZO,2124,"CM-3203 km 41,9",I,-1.978917,38.646833,1.199,1.099,0.799,,1.189,,,,,,,,CEPSA,P,,L-D: 07:00-21:30,2020/05/19 00:00:00+00
-1.433222,39.203167,111,ALBACETE,ALCALÁ DEL JÚCAR,ALCALA DEL JUCAR,2210,"CARRETERA CM-3201 47,1 KM. 47,1",D,-1.433222,39.203167,1.089,1.009,,,,,,,,,,,EL JUCAR,P,,"L-V: 08:00-17:00; S-D: 09:00-16:00",2020/05/19 00:00:00+00
-2.327639,38.808528,112,ALBACETE,ALCARAZ,JARDIN (EL),2330,CARRETERA 322 KM. 302,I,-2.327639,38.808528,1.089,1.029,,,1.079,,,,,,,,REPSOL,P,,L-V: 07:00-17:00,2020/05/19 00:00:00+00
-1.027694,38.850278,113,ALBACETE,ALMANSA,ALMANSA,2640,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594,D,-1.027694,38.850278,1.019,0.939,0.609,,,,,,,,,,GASOLINERA LOW COST PENADES,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.10125,38.874583,114,ALBACETE,ALMANSA,ALMANSA,2640,"CALLE INFANTE DON JUAN MANUEL, 4",D,-1.10125,38.874583,1.019,0.939,,,,,,,,,,,QUALITY ALMANSA,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.17575,38.875028,115,ALBACETE,ALMANSA,ALMANSA,2640,AUTOVIA A-31 KM. 140,D,-1.17575,38.875028,1.079,1.014,,,1.094,,,,1.219,,,,SHELL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-1.098889,38.879167,116,ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA CIRCUNVALACION, 9",N,-1.098889,38.879167,1.073,1.021,,,1.081,,,,1.198,,,,CEPSA,P,,L-D: 06:00-23:59,2020/05/19 00:00:00+00
-1.100528,38.874583,117,ALBACETE,ALMANSA,ALMANSA,2640,"CL AVDA. DE AYORA, S.N. A",D,-1.100528,38.874583,1.089,1.039,,,1.109,,,,1.229,,,0.665,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.08475,38.859944,118,ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA CIRCUNVALACION, 26",N,-1.08475,38.859944,1.073,1.021,,,1.081,,,,,,,,CEPSA,P,,"L-J: 06:00-20:00; V-D: 06:00-21:00",2020/05/19 00:00:00+00
-1.108,38.871556,119,ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA MADRID, 11",N,-1.108,38.871556,1.073,1.021,,,1.081,,,,,,,,CEPSA,P,,L-V: 07:00-19:00,2020/05/19 00:00:00+00
-1.143722,38.878278,120,ALBACETE,ALMANSA,ALMANSA,2640,"AUTOVIA A-31 KM. 143,350",I,-1.143722,38.878278,1.074,1.021,,,1.081,,,,1.199,,,,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.236552,38.958875,121,ALBACETE,ALPERA,ALPERA,2690,"BONETE, S/Nº",N,-1.236552,38.958875,1.028,0.866,0.517,,,,,,,,,,COOPERATIVA SANTA CRUZ DE ALPERA,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.150639,38.878028,122,ALBACETE,BALAZOTE,BALAZOTE,2320,"N-322 km 326,2",D,-2.150639,38.878028,1.129,1.049,0.81,,,,,,,,,,E.S. BALAZOTE S.L.,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-2.195139,39.043139,123,ALBACETE,BARRAX,BARRAX,2639,"CALLE ALBACETE, 57",I,-2.195139,39.043139,1.129,1.049,0.81,,,,,,,,,,E.S. BARRAX S.L.,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-2.192996,39.051236,124,ALBACETE,BARRAX,BARRAX,2639,CAMINO DE LOS GONZALOS SN,D,-2.192996,39.051236,,0.89,0.47,,,,,,,,,,COABA,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.3315,38.875861,125,ALBACETE,BONETE,BONETE,2691,AUTOVIA A-31 KM. 126,D,-1.3315,38.875861,1.119,1.049,,,1.099,,,,1.219,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.331611,38.876111,126,ALBACETE,BONETE,BONETE,2691,"CR N-430, 566,3",I,-1.331611,38.876111,1.119,1.049,,,1.099,,,,1.219,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.535056,38.953361,127,ALBACETE,BONILLO (EL),BONILLO (EL),2610,"CALLE CARRETERA MUNERA, 2",D,-2.535056,38.953361,1.089,1.039,0.714,,1.119,,,,1.189,,,,REPSOL,P,,S-D: 07:00-15:00,2020/05/19 00:00:00+00
-1.560857,39.100792,128,ALBACETE,CASAS DE JUAN NÚÑEZ,CASAS DE JUAN NUÑEZ,2151,"AVDA. ALBACETE, 33",D,-1.560857,39.100792,1.099,0.999,0.55,,,,,,,,,,GASOLINERAS DEL REY,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-1.477806,39.283944,129,ALBACETE,CASAS-IBÁÑEZ,CASAS-IBAÑEZ,2200,CARRETERA ALBACETE KM. 94,I,-1.477806,39.283944,1.089,1.009,0.559,,1.069,,,,1.209,,,,CEPSA,P,,"L-V: 07:00-21:00; S-D: 09:00-16:00",2020/05/19 00:00:00+00
-0.982111,38.708944,130,ALBACETE,CAUDETE,CAUDETE,2660,"AVENIDA VALENCIA DE, 16",N,-0.982111,38.708944,1.159,1.009,,,1.089,,,,1.309,,,,GALP,P,,L-D: 07:00-13:30 y 15:30-19:00,2020/05/19 00:00:00+00
-0.943,38.727472,131,ALBACETE,CAUDETE,CAUDETE,2660,"CR N-344 DIRC.VALENCIA, KM.  118.3",N,-0.943,38.727472,1.159,1.009,,,1.159,,,,1.305,,,,BP PARGA I PETROL BAS BEL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-0.971639,38.711694,132,ALBACETE,CAUDETE,CAUDETE,2660,CARRETERA D-12 ESTACION KM. 32,D,-0.971639,38.711694,0.995,0.939,0.529,,,,,,,,,,VILA Y FAYOS ,P,,L-D: 24H,2020/05/19 00:00:00+00
-0.955833,38.756417,133,ALBACETE,CAUDETE,CAUDETE,2660,"CR N-330, 71,4",I,-0.955833,38.756417,1.119,1.049,0.7,,1.099,,,,1.219,,,,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-0.933861,38.721917,134,ALBACETE,CAUDETE,CAUDETE,2660,AUTOVIA A-31 KM. 172,D,-0.933861,38.721917,1.199,1.019,,,1.199,,,,1.351,,,,BP OIL,P,,L-V: 07:00-18:00,2020/05/19 00:00:00+00
-0.974778,38.710861,135,ALBACETE,CAUDETE,CAUDETE,2660,"CARRETERA N-344 KM. 114,500",I,-0.974778,38.710861,,0.934,0.524,,,,,,,,,,TRANSPORTES CAUDETE,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.758,38.937583,136,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,2520,AUTOVIA A-31 KM. 86,D,-1.758,38.937583,1.119,1.049,,,1.119,,,,1.243,,,0.699,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.757611,38.938611,137,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,2520,AUTOVIA A-31 KM. 86,I,-1.757611,38.938611,1.119,1.049,,,1.119,,,,1.243,,,0.699,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.726278,38.915972,138,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,2520,"Ctra. AB-430 KM 530,3",I,-1.726278,38.915972,1.089,1.039,,,1.119,,,,1.189,,,,REPSOL,P,,L: 06:00-22:00,2020/05/19 00:00:00+00
-1.731861,38.803389,139,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,POZO BUENO,2510,CL AVENIDA GENERALISIMO 107 (N-301 km 276),I,-1.731861,38.803389,1.089,1.039,,,1.089,,,,1.213,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.502806,38.898306,140,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,VILLAR DE CHINCHILLA,2695,AUTOVIA A31 KM. 111,N,-1.502806,38.898306,1.159,1.039,,,1.109,,,,1.309,,,,CEPSA,P,,"L-V: 06:00-23:00; S-D: 07:00-23:00",2020/05/19 00:00:00+00
-2.044778,38.451306,141,ALBACETE,ELCHE DE LA SIERRA,ELCHE DE LA SIERRA,2430,"CL BOLEA, 36 (CM-412 km 235,65)",D,-2.044778,38.451306,1.099,1.039,0.753,,1.099,,,,1.199,,,,CAMPSA,P,,L: 06:00-22:00,2020/05/19 00:00:00+00
-1.433306,38.689833,142,ALBACETE,FUENTE-ÁLAMO,FUENTE-ALAMO,2651,"AVDA. DOCTOR PEREZ GIL, 25",N,-1.433306,38.689833,1.039,,0.569,,0.969,,,,1.299,,,,Nº 7374,P,,"L-S: 07:00-21:00; D: 08:00-20:00",2020/05/19 00:00:00+00
-1.548639,39.269972,143,ALBACETE,FUENTEALBILLA,FUENTEALBILLA,2260,N-322 (CORDOBA-VALENCIA) km 399,I,-1.548639,39.269972,1.059,0.969,0.519,,,,,,,,,,ES SAN ANTONIOABAD. FUENTEALBILLA,P,,L-D: 05:30-22:00,2020/05/19 00:00:00+00
-1.963944,39.086278,144,ALBACETE,GINETA (LA),GINETA (LA),2110,"CR A-31, 235",I,-1.963944,39.086278,1.109,1.039,,,1.089,,,,1.209,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.990194,39.107667,145,ALBACETE,GINETA (LA),GINETA (LA),2110,"CR N-301, 231,8",D,-1.990194,39.107667,1.089,1.039,,,1.109,,,,1.209,,,,REPSOL,P,,L-D: 07:00-21:00,2020/05/19 00:00:00+00
-1.635111,39.238111,146,ALBACETE,GOLOSALVO,GOLOSALVO,2253,CARRETERA NACIONAL 322 KM. 390,D,-1.635111,39.238111,1.099,1.029,,,1.109,,,,1.377,,,,CEPSA,P,,L: 06:00-22:00,2020/05/19 00:00:00+00
-1.706972,38.528306,147,ALBACETE,HELLÍN,HELLIN,2400,"CARRETERA POZOHONDO KM. 0,900",I,-1.706972,38.528306,1.069,0.999,,,,,,,,,,,CARBURANTES GARCIA LOZANO,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.677694,38.502528,148,ALBACETE,HELLÍN,HELLIN,2400,CARRETERA N 301-A KM. S/N,D,-1.677694,38.502528,0.957,0.867,,,,,,,,,,,MULTSER-OIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.696972,38.511222,149,ALBACETE,HELLÍN,HELLIN,2400,"MELCHOR  DE MACANAZ, 66",N,-1.696972,38.511222,1.099,1.029,,,1.109,,,,1.209,,,,BP,P,,L: 06:00-23:00,2020/05/19 00:00:00+00
-1.636389,38.495972,150,ALBACETE,HELLÍN,HELLIN,2400,CARRETERA TORREUCHEA KM. 1,D,-1.636389,38.495972,1,0.999,0.889,,1.099,,,,1.259,,,0.769,HELLIN GAS S.L.,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.714556,38.502889,151,ALBACETE,HELLÍN,HELLIN,2400,CARRETERA JAEN KM. 47,D,-1.714556,38.502889,1.099,1.039,,,1.119,,,,1.229,,,,REPSOL,P,,L-D: 08:00-21:00,2020/05/19 00:00:00+00
-1.687833,38.506806,152,ALBACETE,HELLÍN,HELLIN,2400,CARRETERA MURCIA KM. 33,I,-1.687833,38.506806,1.099,1.039,,,1.119,,,,1.229,,,,PETRONOR,P,,L: 06:00-23:00,2020/05/19 00:00:00+00
-1.596722,38.46425,153,ALBACETE,HELLÍN,HELLIN,2400,"AUTOVIA A-30 KM. 322,5",D,-1.596722,38.46425,1.099,1.039,,,1.109,,,,1.229,,,,GALP,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.694889,38.532389,154,ALBACETE,HELLÍN,HELLIN,2400,CARRETERA CM 412 KM. 273,D,-1.694889,38.532389,1.098,0.898,,,,,,,,,,,PETROGAS,P,,L-D: 06:30-22:00,2020/05/19 00:00:00+00
-1.705389,38.545111,155,ALBACETE,HELLÍN,HELLIN,2400,"POLIGONO SAN RAFAEL 3ª FASE, SN",N,-1.705389,38.545111,,1.084,,,,,,,,,,,IDS,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.703056,38.524444,156,ALBACETE,HELLÍN,HELLIN,2400,CARRETERA N-301 KM. 316,I,-1.703056,38.524444,1.099,1.039,,,1.109,,,,1.239,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.700417,38.517306,157,ALBACETE,HELLÍN,HELLIN,2400,"AVENIDA LIBERTAD, 111",D,-1.700417,38.517306,0.947,0.857,,,,,,,,,,,PLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.571667,38.417306,158,ALBACETE,HELLÍN,HELLIN,2400,"CARRETERA A-30 KM. 328,2",I,-1.571667,38.417306,1.089,1.021,,,1.081,,,,1.214,,,,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.741111,38.491861,159,ALBACETE,HELLÍN,ISSO,2420,CARRETERA DE HELLIN KM. 104,D,-1.741111,38.491861,1.099,1.039,0.695,,1.119,,,,1.229,,,,REPSOL,P,,L: 06:00-14:30 y 14:31-23:00,2020/05/19 00:00:00+00
-1.583389,38.921833,160,ALBACETE,HOYA-GONZALO,HOYA-GONZALO,2696,"AUTOVIA A-31 KM. 103,150",D,-1.583389,38.921833,1.099,1.029,,,1.099,,,,1.223,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-2.111056,38.356556,161,ALBACETE,LETUR,LETUR,2434,"CARRETERA A 45 KM. 39,8",D,-2.111056,38.356556,1.095,1.037,0.735,,,,,,1.237,,,,E.S. SIERRA DEL SEGURA,P,,"L-V: 08:00-19:00; S-D: 08:00-15:00",2020/05/19 00:00:00+00
-2.354861,38.948472,162,ALBACETE,LEZUZA,LEZUZA,2160,"PASEO LIBERTAD, 62",D,-2.354861,38.948472,1.099,1.039,,,,,,,,,,,E.S. VIRGEN DE LA CRUZ,P,,L-D: 7:00-20:30,2020/05/19 00:00:00+00
-1.799472,39.233056,163,ALBACETE,MADRIGUERAS,MADRIGUERAS,2230,"AVENIDA LEVANTE, 15",I,-1.799472,39.233056,1.089,1.039,0.706,,1.109,,,,1.189,,,,REPSOL,P,,L-D: 00:07-21:00,2020/05/19 00:00:00+00
-1.800611,39.226611,164,ALBACETE,MADRIGUERAS,MADRIGUERAS,2230,CARRETERA C-3222 KM. 9,D,-1.800611,39.226611,1.069,0.989,,,,,,,,,,,E.S. MADRIGUERAS,P,,L-S: 07:00-15:00,2020/05/19 00:00:00+00
-2.330333,39.276056,165,ALBACETE,MINAYA,MINAYA,2620,"CARRERA N-301, 195,2",D,-2.330333,39.276056,1.099,1.039,0.679,,1.109,,,,1.229,,,,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.33025,38.785917,166,ALBACETE,MONTEALEGRE DEL CASTILLO,MONTEALEGRE DEL CASTILLO,2650,"CALLE CAPATAZ SANTIAGO, 23",I,-1.33025,38.785917,1.099,1.029,,,,,,,,,,,LOS CORRALES,P,,L-D: 07:00-21:00,2020/05/19 00:00:00+00
-2.485028,39.043806,167,ALBACETE,MUNERA,MUNERA,2612,"CALLE POZO (EL), 106",D,-2.485028,39.043806,1.029,0.969,,,1.019,,,,,,,,INPEALSA,P,,"L-S: 07:00-17:00; D: 07:00-15:00",2020/05/19 00:00:00+00
-2.293444,38.151167,168,ALBACETE,NERPIO,NERPIO,2530,"CR AB-702, 45,6",D,-2.293444,38.151167,1.089,1.029,0.725,,,,,,1.189,,,,CAMPSA,P,,L-D: 07:00-21:00,2020/05/19 00:00:00+00
-1.497667,38.622944,169,ALBACETE,ONTUR,ONTUR,2652,"CRTA.CM km KM297,5",I,-1.497667,38.622944,1.114,1.087,0.824,,1.147,,,,1.227,,,,REPSOL ,P,,L-D: 07:00-21:00,2020/05/19 00:00:00+00
-1.508333,38.609556,170,ALBACETE,ONTUR,ONTUR,2652,CAMINO DE HELLIN S/N,D,-1.508333,38.609556,,0.92,,,,,,,,,,,ONTALBA S. COOP DE C-LM,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.7515,38.967167,171,ALBACETE,OSSA DE MONTIEL,OSSA DE MONTIEL,2611,CARRETERA N 430 KM. 429,I,-2.7515,38.967167,1.089,1.019,,,1.089,,,,,,,,REPSOL,P,,L: 08:00-20:00,2020/05/19 00:00:00+00
-1.990278,38.724028,172,ALBACETE,PEÑAS DE SAN PEDRO,PEÑAS DE SAN PEDRO,2120,"AVENIDA GUARDIA CIVIL, S/N",D,-1.990278,38.724028,1.069,0.999,,,,,,,,,,,VALERO 24H ENERGIA,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.553694,38.828806,173,ALBACETE,PÉTROLA,PETROLA,2692,CARRETERA FUENTEALAMO KM. 36,I,-1.553694,38.828806,1.119,1.045,0.677,,,,,,,,,,CEPSA,P,,L-V: 09:00-13:30 y 14:30-19:30,2020/05/19 00:00:00+00
-1.736389,38.805278,174,ALBACETE,POZO CAÑADA,POZO CAÑADA,2099,"CALLE ANTONIO MACHADO, 2",D,-1.736389,38.805278,,0.989,,,,,,,,,,,E.S. LEDAÑA ,P,,"L-V: 07:00-14:00; S: 09:00-14:00",2020/05/19 00:00:00+00
-1.91075,38.717556,175,ALBACETE,POZOHONDO,POZOHONDO,2141,"CR CM-313 61,7",I,-1.91075,38.717556,1.189,1.069,0.789,,,,,,,,,,REPSOL,P,,L-D: 08:00-17:00,2020/05/19 00:00:00+00
-1.512611,39.081278,176,ALBACETE,POZO-LORENTE,POZO-LORENTE,2154,"POLIGONO PARAJE RECIAL, 2",I,-1.512611,39.081278,,0.949,0.469,,,,,,,,,,SAT SANTA CRUZ DE POZO LORENTE,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.098778,38.804722,177,ALBACETE,POZUELO,POZUELO,2327,CARRETERA M 313 KM. 50,I,-2.098778,38.804722,1.199,1.049,0.879,,,,,,1.299,,,,INLOCOR S.L.,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-2.411444,38.493528,178,ALBACETE,RIÓPAR,RIOPAR,2450,"CARRETERA CM-412 KM. 199,5",I,-2.411444,38.493528,1.119,1.029,,,1.089,,,,,,,,CEPSA,P,,L-D: 08:00-20:00,2020/05/19 00:00:00+00
-2.450028,38.771194,179,ALBACETE,ROBLEDO,ROBLEDO,2340,CARRETERA NACIONAL 320 KM. 289,D,-2.450028,38.771194,1.189,1.089,,,,,,,,,,,CANOIL,P,,L-D: 07:00-14:30,2020/05/19 00:00:00+00
-2.186083,39.225,180,ALBACETE,RODA (LA),RODA (LA),2630,"AUTOVIA A-31 KM. 34,50",I,-2.186083,39.225,1.109,1.039,,,1.129,,,,1.239,,,,GALP,P,,L-D: 08:00-20:00,2020/05/19 00:00:00+00
-2.05125,39.143972,181,ALBACETE,RODA (LA),RODA (LA),2630,CARRETERA A-31 KM. 50,D,-2.05125,39.143972,1.109,1.039,,,1.129,,,,1.239,,,,GALP,P,,L-D: 08:00-20:00,2020/05/19 00:00:00+00
-2.171028,39.212361,182,ALBACETE,RODA (LA),RODA (LA),2630,"CR NACIONAL 301, KM 209,5",N,-2.171028,39.212361,1.099,1.039,,,1.119,,,,,,,,BP CASA JUANITO RESTAURANTE,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.158028,39.218389,183,ALBACETE,RODA (LA),RODA (LA),2630,"CARRETERA AB101 KM. 0,2",N,-2.158028,39.218389,1.029,0.859,,,,,,,,,,,GASPLAY,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.149,39.201667,184,ALBACETE,RODA (LA),RODA (LA),2630,"CALLE ALFREDO ATIENZA, 156",D,-2.149,39.201667,1.095,1.039,,,1.119,,,,1.235,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.156667,39.213722,185,ALBACETE,RODA (LA),RODA (LA),2630,"CARRETERA CM-3114 KM. 0,1",I,-2.156667,39.213722,1.095,1.039,,,1.119,,,,1.235,,,,REPSOL,P,,L-V: 06:00-14:00,2020/05/19 00:00:00+00
-2.166444,39.212972,186,ALBACETE,RODA (LA),RODA (LA),2630,AUTOVIA A-31 KM. 40,D,-2.166444,39.212972,1.109,1.039,,,1.089,,,,1.209,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.143056,39.19125,187,ALBACETE,RODA (LA),RODA (LA),2630,"POLIGONO AVENIDA PRIMERA, 17",D,-2.143056,39.19125,,,,,,,,,,0.82,0.799,,HAM,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.171778,39.212861,188,ALBACETE,RODA (LA),RODA (LA),2630,MARTIRES 209,D,-2.171778,39.212861,1.099,1.019,,,1.079,,,,1.224,,,,CEPSA,P,,L-V: 07:00-21:00,2020/05/19 00:00:00+00
-1.981861,38.331361,189,ALBACETE,SOCOVOS,SOCOVOS,2435,"AVENIDA DE LA PAZ, 3",D,-1.981861,38.331361,1.089,1.029,0.879,,,,,,1.259,,,,"NAVARRO Y VALERO, S.L",P,,L-D: 08:00-20:00,2020/05/19 00:00:00+00
-1.912194,39.256194,190,ALBACETE,TARAZONA DE LA MANCHA,TARAZONA DE LA MANCHA,2100,"AVENIDA ALBACETE, 35",D,-1.912194,39.256194,0.979,0.833,,,,,,,,,,,LA GAVIOTA GASOLINERAS,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.911389,39.25975,191,ALBACETE,TARAZONA DE LA MANCHA,TARAZONA DE LA MANCHA,2100,"CL AVENIDA DE LA RODA, 1",I,-1.911389,39.25975,1.069,1.009,,,1.089,,,,,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-1.680833,38.601722,192,ALBACETE,TOBARRA,TOBARRA,2500,"AVENIDA GUARDIA CIVIL, 162",D,-1.680833,38.601722,1.029,0.929,,,,,,,,,,,NTRA. SRA. DE LA ENCARNACION,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.685417,38.594639,193,ALBACETE,TOBARRA,TOBARRA,2500,"AVENIDA GUARDIA CIVIL, 114",D,-1.685417,38.594639,1.029,0.929,,,1.129,,,,1.259,,,,E.S. TOBARRA,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-1.680917,38.602278,194,ALBACETE,TOBARRA,TOBARRA,2500,"AVENIDA GUARDIA CIVIL, 233",D,-1.680917,38.602278,1.109,1.049,0.829,,1.129,,,,1.269,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.694083,38.603306,195,ALBACETE,TOBARRA,TOBARRA,2500,"CAMINO CAMINO DEL GUIJARRAL, 0",I,-1.694083,38.603306,,0.92,0.6,,,,,,,,,,SAN ROQUE DE TOBARRA S. COOP. DE C-LM,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.067639,39.302389,196,ALBACETE,VILLALGORDO DEL JÚCAR,VILLALGORDO DEL JUCAR,2636,"CARRETERA CM-3114 KM. 12,7",I,-2.067639,39.302389,1.069,0.969,,,,,,,,,,,RESTAURANTE LAS POLAS,P,,L-S: 07:30-14:00 y 15:30-20:00,2020/05/19 00:00:00+00
-1.592778,39.366861,197,ALBACETE,VILLAMALEA,VILLAMALEA,2270,"CARRETERA CM-3201 KM. 22,70",D,-1.592778,39.366861,1.089,1.039,0.715,,1.119,,,,1.229,,,,REPSOL,P,,"L-S: 07:00-20:00; D: 08:30-14:00",2020/05/19 00:00:00+00
